RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,year
6,Cappie PondexterIND,G,34,33.9,17.4,6.2,15.5,40.2,1.7,4.9,34.5,3.2,3.9,81.3,4.1,4.7,1.3,0.3,2.7,2,0,2011
7,Penny TaylorPHX,F,29,29.8,16.7,5.7,11.1,51.1,1.6,3.9,40.2,3.8,4.4,87.4,4.9,4.7,1.7,0.4,2.2,2,0,2011
8,Seimone AugustusLA,G,34,29.3,16.2,6.8,13.5,50.4,0.7,1.8,41.7,1.9,2.2,86.5,3.5,2.2,0.9,0.4,1.3,0,0,2011
9,Becky HammonSA,G,33,31.8,15.9,5.3,12.1,44,2.3,5.8,38.9,3,3.4,89.2,2.9,5.8,1.5,0.2,3.6,2,0,2011
10,Tamika CatchingsIND,F,33,31.5,15.5,5.1,11.6,43.8,1,2.8,34.8,4.3,4.9,88.3,7.1,3.5,2,0.9,2.2,4,0,2011
11,Matee AjavonATL,G,34,31.3,14.7,5.1,13.1,39.1,1.1,3.9,27.6,3.4,4.1,82.9,2.4,3.1,1.7,0.3,3.1,0,0,2011
12,Sue BirdSEA,G,34,33,14.7,5.4,12,44.9,2.1,4.9,42.8,1.9,2.1,87.5,2.9,4.9,1.4,0.2,2.4,1,0,2011
13,Candice DupreeATL,F,34,31.6,14.6,5.8,10.6,54.8,0,0.2,16.7,2.9,3.4,85.2,8.2,1.8,0.6,0.7,2,10,0,2011
13,Renee MontgomeryATL,G,34,29.1,14.6,4.5,11.3,40,1.8,4.7,38.4,3.7,4.5,82.9,2.1,4.9,1.4,0.1,2.6,1,0,2011
15,Katie DouglasCONN,G,32,29.4,13.9,5.2,11.2,46.5,2.1,4.7,44,1.5,2.2,67.1,3.9,2.8,1.3,0.3,2,0,0,2011
16,Lindsay WhalenMIN,G,34,28.1,13.6,5.3,10.3,51.1,0.5,1.2,40.5,2.6,3.6,73,3.5,5.9,1.1,0.1,2.2,2,0,2011
16,Epiphanny PrinceNY,G,34,29.4,13.6,4.8,12.7,37.5,1.5,3.9,37.3,2.6,3.3,80.4,2.1,3,2.3,0.4,1.7,0,0,2011
18,Asjha JonesMIN,F,34,28.6,13.3,5.8,13.1,44.4,0.1,0.3,30,1.6,2.2,71.1,6.4,1.9,0.6,0.5,1.9,7,0,2011
19,Swin CashNY,F,34,33.2,13.3,4.4,11.2,39.6,1,3.6,28.5,3.4,4,84.6,6.9,2.4,0.9,0.6,2.8,1,0,2011
20,Maya MooreMIN,F,34,28,13.2,4.8,11,43.9,1.7,4.6,36.9,1.9,2.4,78.8,4.6,2.6,1.4,0.5,1.5,1,0,2011
21,Sophia Young-MalcolmSA,F,33,31.6,13.2,5.2,12.1,42.9,0,0.2,0,2.8,4.8,59.2,6.4,2.3,2,0.5,1.5,3,0,2011
22,Plenette PiersonMIN,F,33,28.7,12.9,5.2,11,47.8,0.1,0.3,20,2.4,3,80.6,5.2,1.4,1.2,0.9,1.9,2,0,2011
23,Tiffany Jackson-JonesLA,F,34,33.9,12.4,4.4,9.7,45.6,0,0,0,3.6,4.6,77.6,8.4,2,1.2,0.6,2.8,11,0,2011
24,Ivory LattaWSH,G,24,28.5,12.2,4.6,11.1,41.4,1.4,4,35.1,1.6,2,83,2,3.2,1.2,0.1,2.9,0,0,2011
25,Jia PerkinsMIN,G,34,25.1,12,4.5,10.8,41.8,1.2,3.8,31.3,1.8,2.1,84.5,3.5,1.4,1.3,0.3,1,0,0,2011
26,Erika de SouzaSA,F,32,27.4,11.8,5.3,10.7,49.9,0,0,0,1.1,1.7,65.5,7.5,1,1.2,1.3,1.8,10,0,2011
27,DeLisha Milton-JonesATL,F,34,26.2,11.7,4.5,9.8,46.2,0.7,2.1,35.2,1.9,2.3,83.1,4.6,2,0.9,0.4,2.4,0,0,2011
28,Liz CambageLA,C,33,20,11.5,4.1,7.9,51.1,0,0.2,0,3.4,4.3,79.4,4.7,0.5,0.8,0.9,2.4,3,0,2011
29,Essence CarsonCONN,F,32,22.7,11.3,4.3,9.9,43.7,0.8,1.9,38.7,1.8,2.5,73.8,2.8,1.7,1.2,0.6,1.4,0,0,2011
30,Kristi ToliverWSH,G,32,23.6,11.2,3.9,9.3,42.3,1.8,4.1,42.7,1.5,1.7,90.7,1.9,2.9,0.7,0,2.1,0,0,2011
31,DeWanna BonnerPHX,F,34,25.2,10.7,3.5,8.2,43,1,3,34.3,2.6,2.9,90.9,7,0.8,1,1.1,1,5,0,2011
32,Jessica DavenportIND,C,34,21.1,10.7,4.3,8.1,52.9,0,0.1,0,2.1,3.1,70.2,4.8,0.5,0.8,1.3,1.6,1,0,2011
33,Lindsey HardingPHX,G,34,30.5,10.5,4.1,9.1,45.5,0.3,1,30.3,1.9,2.6,73.3,3.2,4.8,1,0.2,2.4,1,0,2011
34,Kara LawsonWSH,G,33,25.2,10.4,3.4,7.5,44.9,1.7,3.9,43,2,2.2,89,2.6,2.9,0.7,0,1.4,0,0,2011
35,Rebekkah BrunsonMIN,F,34,27.6,10.2,4,7.9,51.1,0,0,0,2.2,3.3,66.7,8.9,1.2,0.8,0.5,1.5,8,0,2011
36,Tanisha WrightNY,G,33,28.9,10.1,3.6,7.3,49.2,0.5,1.5,36.7,2.4,2.6,89.7,3.2,2.9,1.2,0,2.7,0,0,2011
37,Kia VaughnATL,C,34,28.1,10.1,4.4,8.8,49.7,0,0,0,1.3,1.6,78.6,6.7,1.1,1.2,0.7,1.8,4,0,2011
38,Tina ThompsonSEA,F,34,25,9.9,3.5,9.1,38.6,1.3,3.7,33.9,1.6,1.9,83.3,4.6,1.1,1.1,0.7,2,1,0,2011
39,Nicole PowellSEA,F,33,28.3,9.7,3.6,8.7,41,1.6,4.6,35.3,0.9,1,90.6,4.2,2.3,1.4,0.3,2,2,0,2011
40,Camille LittlePHX,F,33,26.9,9.6,3.9,8.4,46.4,0.2,0.7,22.7,1.7,2.5,66.3,5.2,1.6,1.4,0.7,2.3,0,0,2011
41,Erin PhillipsTUL,G,31,22.2,8.6,2.9,6.4,46.2,0.8,2,42.6,1.9,2.3,83.3,2.8,2.4,1,0,1.5,0,0,2011
42,Marissa ColemanNY,G,34,27,8.6,3.1,8.2,38.5,1.6,4.2,36.8,0.7,1.1,67.6,4.8,1.4,0.7,0.4,1.6,1,0,2011
43,Armintie HerringtonWSH,G,34,23.4,8.5,3.2,6.1,51.9,0,0.1,0,2.1,3.5,60.8,3,2.8,1.5,0.1,1.4,1,0,2011
44,Taj McWilliams-FranklinLA,F,34,28.4,8.3,3.4,7.7,44.4,0.1,0.3,22.2,1.4,1.8,77,6,2.4,1,0.7,1.6,1,0,2011
45,Danielle RobinsonATL,G,34,23.1,8.2,2.9,6.3,46,0,0,0,2.5,2.7,90.3,2.3,3.9,0.8,0.1,1.8,0,0,2011
46,Sheryl Swoopes,NA,33,26.6,8.2,3.1,7.7,39.8,0.9,2.8,31.9,1.2,1.4,87,4.1,2.3,0.8,0.3,1.4,0,0,2011
47,Tamera YoungSEA,F,33,24,7.9,3.1,7.3,42.5,0,0.2,14.3,1.7,2.3,72.4,3.8,1.3,1.1,0.3,1.9,1,0,2011
48,Kara BraxtonATL,F,31,16.8,7.8,3.4,6.5,51.2,0.2,0.4,45.5,0.9,1.7,55.8,4.1,1.1,0.6,0.6,1.6,0,0,2011
49,Iziane CastroBRAZIL,G,34,19.8,7.6,2.9,8.1,36,0.5,2.4,21.3,1.3,2.1,62,1.7,1.7,0.4,0.1,1.6,0,0,2011
50,Ebony HoffmanCONN,F,34,22.1,7.5,2.9,6.5,43.7,0.7,1.6,42.9,1.1,1.3,84.4,4.2,1.1,1.1,0.3,1.5,0,0,2011
1,Angel McCoughtryMIN,F,24,29.9,21.4,7.4,16.5,44.7,1.2,3.5,33.7,5.5,6.9,80,5,2.9,2.5,1.1,4,1,0,2012
2,DeWanna BonnerPHX,F,32,35,20.6,6.6,18.2,36.4,1.6,5.8,28.3,5.8,6.8,85.2,7.2,2.2,1.7,0.9,2.3,4,0,2012
3,Cappie PondexterIND,G,34,34.1,20.4,7.3,16.9,43.5,1.6,4.8,32.7,4.2,4.9,86.7,4.5,4.3,1.3,0.2,3.1,3,0,2012
4,Epiphanny PrinceNY,G,26,30,18.1,6,13.7,44.2,2.3,5.6,40.7,3.8,4.2,89.9,3.5,3.1,1.8,0.3,2,0,0,2012
5,Tina CharlesCONN,C,33,33.2,18,7.6,15.2,49.9,0,0.2,20,2.8,3.5,80.2,10.5,1.7,0.5,1.4,2.2,14,0,2012
6,Kristi ToliverWSH,G,34,31.5,17.5,5.8,11.8,49.1,1.9,4.4,42.4,4,4.5,90.1,3.2,4.9,1.3,0.1,3.6,0,0,2012
7,Candace ParkerSA,F,33,30.7,17.4,6.9,14.4,48.1,0.6,1.8,32.2,3,4.2,71,9.7,3.3,1.5,2.3,3,17,0,2012
8,Tamika CatchingsIND,F,34,30.6,17.4,5.9,13.6,43.2,1.5,3.9,37.9,4.1,4.8,86.4,7.6,3.1,2.1,0.9,1.7,6,0,2012
9,Seimone AugustusLA,G,29,28.5,16.6,6.6,13.5,49.1,1.6,3.6,43.7,1.8,2.1,85.2,3.6,2.5,0.9,0.2,1.7,0,0,2012
10,Katie DouglasCONN,G,32,31,16.5,5.8,13.9,41.3,2.5,5.9,42.3,2.5,3,84.4,3.8,2.2,1.5,0.3,1.7,0,0,2012
11,Maya MooreMIN,F,34,29.8,16.4,5.9,12.6,46.5,2.1,5.5,38.8,2.6,2.9,87.9,6,3.6,1.5,0.6,1.8,3,0,2012
12,Sophia Young-MalcolmSA,F,33,31.8,16.3,6.4,12.3,52.1,0,0.1,0,3.4,4.8,70.6,7.2,2.1,2.2,0.4,1.7,5,0,2012
13,Sylvia FowlesMIN,C,25,31.1,16.2,6.3,9.8,63.8,0,0,0,3.7,5.3,69.2,10.4,0.8,1.3,1.2,2.1,14,0,2012
14,Kara LawsonWSH,G,34,31.4,15.1,5,10.1,49.3,2.2,5.1,43,2.9,3.1,93.5,3.9,4,0.8,0.1,1.8,1,0,2012
15,Crystal LanghorneSEA,F,31,32.2,14.7,6.1,10.9,56.2,0,0.3,12.5,2.4,3.8,64.1,6.3,1.4,1.5,0.1,2.4,3,0,2012
16,Becky HammonSA,G,33,30.2,14.7,4.8,11,44.1,2.4,5.6,43.5,2.6,2.9,87.6,2.5,5.3,0.9,0.2,3.2,1,0,2012
17,Ivory LattaWSH,G,34,28.4,14.3,5.1,12,43,2,5.2,39,2,2.4,84,2.2,3.3,0.9,0.1,2.1,0,0,2012
18,Sancho LyttlePHX,F,34,31.6,14,5.9,14.2,41.3,0.8,3.2,25.5,1.5,1.9,75.8,7.6,2.5,2.4,0.7,2.6,4,0,2012
18,Nneka OgwumikeLA,F,33,27.9,14,5.4,10.1,53.5,0,0.2,14.3,3.2,4.3,73.4,7.5,1.2,1.4,0.9,1.3,7,0,2012
20,Lindsey HardingPHX,G,34,30.6,12.3,4.6,10.9,42.5,0.4,1.7,24.1,2.6,3.2,81.8,2.8,4.5,1.4,0.2,2.1,0,0,2012
21,Sue BirdSEA,G,29,31.1,12.2,4.6,10,45.9,1.8,4.8,38.4,1.2,1.6,78.3,2.9,5.3,0.9,0.1,2.2,0,0,2012
22,Temeka JohnsonLA,G,29,28.7,12.2,4.4,10.6,41.6,1.2,2.2,53.1,2.2,2.6,84,3.2,4.7,1.2,0,2.7,0,0,2012
23,Charde HoustonNY,F,27,25.7,12,4.7,11.4,40.8,1.4,4.1,34.8,1.3,1.7,72.3,3.4,1.6,1.3,0.4,1.9,0,0,2012
24,Plenette PiersonMIN,F,26,24.7,12,4.7,10.1,46.6,0.2,0.7,27.8,2.4,3.2,75.9,5.4,2.3,0.7,0.9,2.3,2,0,2012
25,Monique CurrieWSH,F,34,24.1,12,3.8,9.4,40.4,0.6,2.4,27.5,3.7,4.8,77.4,3.6,1.7,1,0.2,1.7,0,0,2012
26,Danielle AdamsCONN,F,34,20.4,11.8,4.1,9.4,44.1,1.1,3.3,33.9,2.4,3.2,75.9,4.7,1,0.7,0.7,1.2,1,0,2012
27,Renee MontgomeryATL,G,34,24,11.6,3.4,9.8,34.8,1.4,3.8,36.4,3.4,4.1,84.8,1.9,2.6,1,0.1,2.2,0,0,2012
28,Essence CarsonCONN,F,34,27.3,11.6,4.6,11.6,40,1.1,3.1,34.3,1.2,1.6,77.8,3.4,1.7,1.1,0.7,1.7,1,0,2012
29,Samantha PrahalisLA,G,28,31.7,11.6,4.2,12,35.2,1,3.8,27.1,2.1,2.4,86.8,3.2,4.5,1.6,0.1,3,0,0,2012
30,Lindsay WhalenMIN,G,33,27,11.5,4.5,8.9,50.5,0.4,0.8,50,2.2,3,72.7,4.2,5.4,0.7,0.2,2.1,0,0,2012
31,Glory JohnsonATL,F,34,28.3,11.5,3.9,8,48.2,0,0,0,3.8,5.6,67.7,6.8,1.1,2.1,0.6,2.1,2,0,2012
32,Alana BeardLA,G,33,30.8,11.4,4.2,9.5,43.6,1.1,2.6,40.2,2,2.5,79.5,2.2,3.3,2,0.4,2.5,1,0,2012
33,Rebekkah BrunsonMIN,F,31,27,11.4,4.5,8.8,50.5,0,0,0,2.5,3.6,67.9,8.9,1.2,1.2,0.9,1.3,4,0,2012
34,Camille LittlePHX,F,34,28,11.3,3.8,8.1,47.4,0.3,1,33.3,3.3,4.5,73.9,5.1,1.9,0.7,0.5,2.7,0,0,2012
35,Jia PerkinsMIN,G,33,23,10.6,3.9,10.2,38,1.5,3.8,38.6,1.4,1.8,75.4,2.8,1.9,1.6,0.4,0.9,0,0,2012
36,Swin CashNY,F,34,30,10.6,3.7,10.1,36.7,0.9,3.4,28.1,2.2,2.9,76.5,5.8,2.3,1,0.5,2.8,1,0,2012
37,Riquna WilliamsSA,G,33,20.2,10.5,3.5,10.2,34.4,1.2,3.5,32.5,2.3,2.8,82.4,2.4,2.1,1.5,0.3,1.4,0,0,2012
38,Briann JanuarySEA,G,31,28.5,10.3,3.2,7.9,40.4,1.5,3.5,43,2.5,2.8,87.4,1.8,3.9,1.2,0.1,2.5,0,0,2012
39,DeLisha Milton-JonesATL,F,34,27.3,10,3.6,8.7,41.7,0.9,2.6,32.6,1.9,2.3,82.3,4.4,1.8,1,0.7,1.9,1,0,2012
40,Danielle RobinsonATL,G,34,29,9.9,4.3,7.9,54.1,0,0.2,0,1.3,1.6,78.2,2.5,4.3,1.4,0.1,1.6,0,0,2012
41,Ann WautersNY,C,25,23,9.6,3.8,7.3,51.9,0.4,0.8,45,1.7,2.3,73.7,5.8,1.4,0.6,0.7,2.3,1,0,2012
42,Tina ThompsonSEA,F,29,18.9,8.9,3.1,7.1,44.2,1.4,3.3,42.7,1.2,1.4,83.3,3.4,0.5,0.5,0.8,1.3,0,0,2012
43,Courtney VanderslootCHI,G,34,26.6,8.9,3.5,8.6,40.6,0.8,2.5,33.3,1.1,1.7,64.9,2.1,4.6,1.3,0.2,3.3,0,0,2012
44,Monica WrightSEA,G,34,19.4,8.6,3,6.6,45.8,0.5,1.3,36.4,2.1,2.8,74,2.4,1.9,1,0.2,1.9,0,0,2012
44,Tiffany HayesGS,G,34,23.1,8.6,2.6,6.8,39,0.6,2.3,27.3,2.7,3.4,78.6,3.1,2.1,0.8,0.4,1.5,0,0,2012
46,Jennifer LacyNY,F,26,21.9,8.5,3,7.6,38.9,1.7,4.2,40.4,0.9,1.4,64.9,2.6,0.8,0.6,0.3,1.4,0,0,2012
47,Shay MurphyNY,F,29,18.6,8.5,3,7.1,42,1.6,3.5,44.1,0.9,1.3,73,2.9,0.9,1.1,0.2,1,0,0,2012
48,Armintie HerringtonWSH,G,34,26.6,8.4,3.2,6.2,50.9,0,0.1,0,2.1,3.5,60.2,3.7,2.5,1.1,0.3,1.7,0,0,2012
49,Taj McWilliams-FranklinLA,F,33,26.6,8.4,3.7,7.1,51.9,0.1,0.2,40,0.9,1.2,75,5.4,2.5,1,1.4,2,2,0,2012
50,Tamera YoungSEA,F,33,24.4,8.2,3.5,8.3,42.3,0,0,0,1.2,2,60.6,3.7,1.4,1,0.2,1.4,0,0,2012
1,Angel McCoughtryMIN,F,33,31.4,21.5,7.5,18.1,41.3,0.7,3.4,20.4,5.9,7.2,82.4,5.3,4.4,2.7,0.7,4.1,2,0,2013
2,Diana TaurasiPHX,G,32,32.4,20.3,6.3,13.7,45.6,2.2,6.2,34.7,5.7,6.7,85.4,4.2,6.2,0.7,0.5,3.6,4,0,2013
3,Maya MooreMIN,F,34,31.4,18.5,6.9,13.5,50.9,2.1,4.7,45.3,2.6,3,88.2,6.2,3,1.7,1,1.7,4,0,2013
4,Elena Delle DonneWSH,F,30,31.4,18.1,5.7,13.5,42.6,1.4,3.2,43.8,5.2,5.6,92.9,5.6,1.8,0.7,1.8,1.3,1,0,2013
5,Tina CharlesCONN,C,29,32.8,18,7.5,18.8,40,0,0.1,0,2.9,3.9,75.2,10.1,1.4,0.9,1,2.2,17,0,2013
6,Candace ParkerSA,F,31,28.7,17.9,6.7,13.6,49.3,0.3,1.1,25.7,4.2,5.5,76.2,8.7,3.8,1.3,1.8,2.3,8,0,2013
7,Tamika CatchingsIND,F,30,31.4,17.7,6,15.1,39.6,1.2,3.7,32.1,4.5,5.3,86.1,7.1,2.4,2.8,1,1.7,7,0,2013
8,Cappie PondexterIND,G,30,34.2,16.9,5.7,15.8,36,1.3,3.4,36.9,4.2,5.2,81.4,4.5,4,1,0.1,3.5,1,0,2013
9,Seimone AugustusLA,G,31,29.7,16.3,6.9,13.3,51.6,0.6,2.2,29,1.9,2.1,87.9,3.2,2.5,0.6,0.6,1.5,0,0,2013
10,Sylvia FowlesMIN,C,32,31.3,16.3,6.2,10.6,58.6,0,0,0,3.9,5.7,68.5,11.5,0.4,0.9,2.4,2.1,17,0,2013
11,Riquna WilliamsSA,G,27,22.7,15.6,5.1,13,39.7,1.7,4.4,38.1,3.7,4.1,90,2.4,1.8,1,0.3,1.5,0,0,2013
12,Candice DupreeATL,F,32,33,15.2,6.4,12.4,51.5,0,0.1,0,2.4,2.7,89.7,6.4,1.9,1.1,0.4,2,4,0,2013
13,Epiphanny PrinceNY,G,31,30,15,4.8,12.7,37.6,2,5,39.6,3.5,3.9,90,2.7,3,1.6,0.4,1.4,0,0,2013
13,Glory JohnsonATL,F,29,30.2,15,5.2,11.8,44.6,0,0.1,33.3,4.5,6,74.7,8.9,1.1,1,0.4,2.1,12,0,2013
15,Lindsay WhalenMIN,G,34,29.6,14.9,5.8,12,48.6,0,0.3,11.1,3.2,4.1,78.3,4.4,5.8,0.8,0.1,2.2,3,0,2013
16,Shavonte ZellousWSH,G,29,31.3,14.7,5,12.1,41.5,1.3,3.9,34.8,3.3,4.2,78,3.4,1.7,0.9,0.7,1.9,0,0,2013
17,Nneka OgwumikeLA,F,34,25.8,14.6,5.6,10,56.6,0.1,0.1,40,3.2,3.9,82.6,7.6,1.3,1.5,1,1.9,10,0,2013
18,DeWanna BonnerPHX,F,34,32.9,14.5,4.7,11.5,41,1.6,4.9,32.5,3.5,3.9,90.1,5.8,2.4,1.1,0.3,1.6,4,0,2013
19,Danielle AdamsCONN,F,34,26.4,14.4,5,11.7,42.6,1.2,3.8,32.6,3.1,4.4,70.7,4.7,1.2,0.9,0.7,1.8,1,0,2013
20,Kristi ToliverWSH,G,34,30,14.1,5.3,11.6,45.7,1.4,3.8,38.3,2,2.4,83.1,2.6,3.4,1.3,0.2,1.9,0,0,2013
21,Tina ThompsonSEA,F,34,28.7,14.1,4.5,11.1,41,1.8,4.8,37,3.3,3.7,87.4,5.8,1.1,0.5,0.6,1.5,5,0,2013
22,Jia PerkinsMIN,G,34,30.5,13.9,5.3,13.3,40,1.3,3.4,38.8,1.9,2.2,86.5,3.1,2,2.4,0.3,1.4,0,0,2013
22,Ivory LattaWSH,G,34,31.5,13.9,4.6,11.9,39.2,2.1,5.4,39.6,2.4,2.7,90.2,2.6,4.4,0.9,0,1.9,2,0,2013
24,Erika de SouzaSA,F,34,29.9,12.9,5.5,9.9,55.3,0,0,0,1.9,2.7,67.7,9.9,1.3,1.3,1.8,1.6,18,0,2013
25,Brittney GrinerCONN,C,27,26,12.6,5.1,9.3,55.6,0,0,0,2.3,3.2,72.4,6.3,1,0.5,3,1.7,3,0,2013
26,Crystal LanghorneSEA,F,34,28.6,12,5,9.6,51.5,0,0.2,12.5,2,3.1,65.1,7.2,1.3,0.9,0.3,2.3,4,0,2013
27,Tanisha WrightNY,G,34,30.9,11.9,4.3,9.8,44,0.4,1.4,28.3,2.9,3.4,85.5,3.7,4.1,1.1,0.2,2.9,1,0,2013
28,Plenette PiersonMIN,F,32,27.6,11.6,4.6,11.5,40.1,0,0.2,0,2.4,3.3,72,5.8,2.5,0.5,0.6,2.5,3,0,2013
29,Danielle RobinsonATL,G,25,32.5,11.2,4.6,10.4,44.4,0,0.2,0,2,2.6,79.7,3.1,6.7,1.4,0.2,2.6,1,0,2013
30,Shenise JohnsonMIN,G,33,27.3,11,4.4,11.1,39.5,0.7,2.5,27.4,1.6,2,79.1,3.9,2.4,1.3,0.2,1.8,1,0,2013
31,Lindsey HardingPHX,G,33,30.6,10.9,4.1,9.2,44.1,0.1,0.7,18.2,2.7,3.5,75.9,2.7,5.2,1,0.4,2.5,2,0,2013
32,Camille LittlePHX,F,34,30.3,10.9,3.6,8.1,43.7,0.4,1.4,28.3,3.4,4.2,80.3,4.7,1.4,1.2,0.3,2.4,3,0,2013
33,Rebekkah BrunsonMIN,F,33,29.2,10.6,4.5,9,49.7,0,0,100,1.7,2.7,63.6,8.9,1.5,1.3,0.9,1.2,12,0,2013
34,Monique CurrieWSH,F,34,25.9,10.5,3.6,8.9,40.1,0.6,1.9,34.4,2.7,3.3,81.4,5,1.5,1.1,0.2,1.8,0,0,2013
35,Temeka JohnsonLA,G,32,27.4,10.2,3.6,8.3,42.9,0.7,1.8,36.8,2.4,2.8,87.5,2.6,4,0.9,0.1,2.7,0,0,2013
36,Candice WigginsNY,G,32,27.4,10.1,3.2,8.9,36.3,1.8,4.9,36.3,1.9,2.4,79.2,2.9,2,1.2,0.2,1.8,0,0,2013
37,Shekinna StricklenATL,F,34,23.4,10,3.9,9.4,41.1,1.6,4.6,34.4,0.7,1.1,64.1,2.8,0.8,0.7,0.4,1.2,0,0,2013
38,Briann JanuarySEA,G,32,29.6,9.8,3.4,9.9,34.8,1.1,3.1,35.7,1.9,2.3,81.1,2.4,3.7,1.1,0.2,2.5,0,0,2013
39,Swin CashNY,F,34,28.3,9.3,3.5,8.4,41.5,0.5,1.9,27,1.9,2.2,85.3,5.6,2.2,0.9,0.6,1.9,0,0,2013
40,Monica WrightSEA,G,33,22.5,9,3.3,7.8,42.8,0.3,1.2,25.6,2.1,2.6,79.1,2.9,2.3,1,0.2,1.8,0,0,2013
41,Matee AjavonATL,G,34,22.8,8.9,2.8,7.7,36.4,0.6,1.8,30.6,2.8,3.5,79,1.7,2.9,0.9,0.1,2.2,0,0,2013
42,Courtney VanderslootCHI,G,33,29.8,8.8,3.2,8.1,39.6,0.5,1.7,30.4,1.8,2.2,83.3,3.2,5.6,1.4,0.8,2.5,0,0,2013
43,Kara BraxtonATL,F,34,21.8,8.7,3.8,7.9,48.1,0,0,0,1.1,1.6,66.1,6.6,1.2,0.6,0.4,2.3,2,0,2013
44,Kelsey GriffinMIN,F,34,25.4,8.7,3.2,7.2,44.3,0.4,1.1,30.8,1.9,2.6,73.3,5,0.9,1.2,0.7,1,1,0,2013
45,Karima Christmas-KellyMIN,F,34,26.9,8.6,3,8,37.3,0.9,2.9,30,1.8,2.2,81.1,4.1,1.1,1.9,0.3,1.2,1,0,2013
46,Skylar DigginsCHI,G,32,26.4,8.5,2.8,8.5,32.8,0.6,2.4,24.4,2.3,2.8,83.3,1.9,3.8,1.3,0.3,2.9,0,0,2013
47,Jasmine ThomasLA,G,34,27.5,8.5,3.5,9.8,35.9,0.5,2.2,21.6,0.9,1.4,69.6,3,3.1,0.9,0.3,2.1,0,0,2013
48,Alex BentleySA,G,34,22.1,8.3,3.3,8.4,39.8,0.8,2.5,32.9,0.8,1.1,71.1,1.4,2.8,1,0.1,1.1,1,0,2013
49,DeLisha Milton-JonesATL,F,26,23.9,8.2,3.2,7.9,39.8,0.2,0.9,20.8,1.7,2.3,70.5,4.2,1.9,0.7,0.4,1.6,0,0,2013
50,Erlana LarkinsMIN,F,34,30.1,7.9,3,5.6,54.5,0,0,0,1.9,2.6,70.8,7.8,1.9,1.4,0.3,1.4,4,0,2013
1,Maya MooreMIN,F,34,34.7,23.9,8.7,18,48.1,1.8,5.4,33.5,4.7,5.3,88.4,8.1,3.4,1.9,0.8,2.4,10,0,2014
2,Skylar DigginsCHI,G,34,35.1,20.1,6.8,16.1,42.4,1,3.4,28.4,5.5,6.5,84.2,2.5,5,1.5,0.6,2.9,1,0,2014
3,Candace ParkerSA,F,30,33.2,19.4,7.2,15.4,46.9,0.6,2.1,30.6,4.4,5.2,84.6,7.1,4.3,1.8,1.4,2.6,6,0,2014
4,Angel McCoughtryMIN,F,31,31.4,18.5,6.6,15.8,42,1,3.4,29.5,4.2,5.2,80.9,5.2,3.6,2.4,0.4,3.7,2,0,2014
5,Tina CharlesCONN,C,34,32.9,17.4,6.9,15,46.2,0,0,0,3.5,4.6,75.2,9.4,2.2,1.3,0.9,2.3,17,0,2014
6,Odyssey SimsTUL,G,34,34.4,16.7,5.9,14.6,40.6,1.4,4,34.6,3.5,4.2,83.9,2.8,4.2,1.3,0.3,2.1,1,0,2014
7,Seimone AugustusLA,G,24,31.2,16.5,7.1,13.9,51.1,0.5,1.5,33.3,1.8,2.2,84.6,3.6,2.4,0.4,0.1,1.6,0,0,2014
8,Diana TaurasiPHX,G,33,30.9,16.2,5.2,11.4,45.4,1.9,5.2,36.5,4,4.6,87.4,3.8,5.6,0.7,0.3,2.6,5,0,2014
9,Nneka OgwumikeLA,F,33,27.6,15.8,6.2,11.9,52,0.1,0.3,30,3.3,3.8,87.3,7.1,1.5,1.8,0.5,2.1,8,0,2014
10,Brittney GrinerCONN,C,34,30.7,15.6,6.4,11.1,57.8,0,0,0,2.7,3.4,80.2,8,1.6,0.6,3.8,1.9,8,0,2014
11,Chiney OgwumikeLA,F,31,29.7,15.5,6.3,11.8,53.6,0,0,0,2.8,4.1,69.3,8.5,0.6,1.2,1.2,1.9,13,0,2014
12,Epiphanny PrinceNY,G,26,32.3,15,4.7,12.3,38.3,1.2,3.8,32.7,4.3,5,87.6,3,3.8,1.9,0.4,1.7,0,0,2014
13,Glory JohnsonATL,F,33,32.4,14.7,5.2,11.7,44.9,0,0.1,0,4.2,5.5,76,9.2,1.4,1.4,0.4,2.6,17,0,2014
14,Candice DupreeATL,F,34,31.2,14.5,6.2,11.6,53.3,0,0,0,2.1,2.5,84.9,7.6,2.4,0.9,0.5,1.4,8,0,2014
15,Lindsay WhalenMIN,G,34,30.6,14.1,5.3,11,48,0,0.3,10,3.4,4.5,77,4.2,5.5,0.9,0.1,1.8,2,0,2014
16,Erika de SouzaSA,F,33,29.9,13.8,5.8,10.7,54.5,0,0,0,2.2,3.1,70.6,8.7,1.2,1.1,1.5,1.8,9,0,2014
17,Cappie PondexterIND,G,34,30.9,13.2,4.7,12.2,38.8,0.7,2.4,27.7,3,3.9,76.9,3.4,3.9,1,0.1,2.6,1,0,2014
18,Katie DouglasCONN,G,32,32.5,13.2,4.2,11.7,35.9,2,5.6,36,2.8,3.3,84.8,3.3,2.2,0.9,0.4,2.2,0,0,2014
19,Kayla McBrideMIN,G,34,26,13,4.5,11.1,40.6,1.7,4.2,39.6,2.3,2.7,84.6,2.3,1.7,1,0.1,1.2,0,0,2014
