RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,year
33,Monique CurrieWSH,F,36,21.8,10.8,3.6,8.5,42.8,1.1,2.7,39.8,2.5,3,82.4,3.7,2.1,0.7,0.3,1.5,0,0,2017
34,Layshia ClarendonLA,G,34,29.8,10.7,4,10.6,37.8,0.3,1.8,18,2.4,2.7,87.9,3.8,6.6,0.9,0.1,2.6,4,0,2017
35,Sue BirdSEA,G,30,30,10.6,3.9,9.1,42.7,2,5,39.3,0.8,1,77.4,2,6.6,1.2,0.1,2.1,2,0,2017
36,Sugar RodgersSA,G,33,25.6,10.5,3.6,10.7,33.9,1.9,5.6,34.2,1.3,1.6,81.5,3.8,2.3,0.9,0.5,1.6,0,0,2017
37,Elizabeth WilliamsCHI,C,34,31.6,10.4,4.4,9.1,48.7,0,0,0,1.6,2.4,65.9,7.2,1.4,1.1,2,1.4,5,0,2017
38,Karima Christmas-KellyMIN,F,34,29.7,10.4,2.9,7.7,38,0.8,2.6,29.2,3.7,4.4,85.1,4.2,2.2,1.3,0.2,1.6,0,0,2017
39,Tiffany MitchellSEA,G,27,24.9,10.3,3.1,8.8,34.9,0.6,2.6,24.6,3.5,3.8,92.2,3.2,1.4,1.1,0.2,1.5,0,0,2017
40,Rebekkah BrunsonMIN,F,30,26.9,10.2,3.6,8.1,44.9,0.8,2.2,34.8,2.1,3,71.1,6.7,1.5,1.1,0.4,1.6,2,0,2017
41,Odyssey SimsDAL,G,31,24.3,9.6,3.6,8.2,44.7,0.4,1.9,19,2,2.3,88.6,1.9,3.5,1.5,0.2,1.4,1,0,2017
42,Cappie PondexterIND,G,29,27.2,9.6,3.7,10,36.7,0.3,1.2,25.7,2,2.5,79.5,2.9,4.3,0.7,0.2,2.3,2,0,2017
43,Briann JanuarySEA,G,25,26.3,9.5,3.2,8.2,39.5,0.7,2.3,31.6,2.3,2.8,81.7,1.5,3.9,0.9,0.2,2.1,0,0,2017
44,Jessica BrelandIND,F,34,24.5,9.5,4.1,8.6,47.6,0.2,0.6,38.1,1.1,1.4,78.7,6.3,1.6,0.6,1.7,1.8,4,0,2017
45,Shekinna StricklenATL,F,34,27.3,8.6,2.8,6.8,41.1,2.1,5.1,41,0.9,1.1,86.5,3.1,1.1,1.2,0.1,0.9,0,0,2017
46,Kelsey PlumLA,G,31,22.9,8.5,2.7,7.9,34.6,1.1,3.1,36.5,1.9,2.2,87,1.9,3.4,0.5,0.1,2.5,0,0,2017
47,Alex BentleySA,G,31,23.7,8.4,3.2,8.5,38,0.7,2.5,27.8,1.2,1.5,80.9,1.5,2.9,0.8,0.1,0.9,0,0,2017
48,Tamera YoungSEA,F,35,24.8,8.3,3.1,8.8,35.5,0.7,2.1,34.2,1.4,2,67.6,3.3,1.9,1,0.4,1.7,0,0,2017
49,Alysha ClarkDAL,F,33,28.3,8.2,3.2,6.1,52.5,0.7,2,32.8,1.2,1.5,74.5,4.2,1.6,0.7,0.1,1,0,0,2017
50,Leilani MitchellWSH,G,34,21.4,8,2.4,6.1,38.9,1.1,2.9,36,2.2,2.7,82.4,2.4,3.6,0.9,0.3,1.6,0,0,2017
1,Liz CambageLA,C,32,29.5,23,8.7,14.8,58.9,0.4,1.2,32.4,5.3,7.2,73.8,9.7,2.3,0.5,1.7,2.8,0,0,2018
2,Breanna StewartNY,F,34,31.6,21.8,7.9,15,52.9,1.8,4.3,41.5,4.1,5.1,82,8.4,2.5,1.4,1.4,1.8,0,0,2018
3,Diana TaurasiPHX,G,33,30,20.7,6.1,13.7,44.6,3.2,8.4,38.3,5.2,5.6,92.5,3.5,5.3,0.9,0.2,2.6,0,0,2018
3,A'ja WilsonLV,C,33,30.6,20.7,7.4,16.1,46.2,0,0,0,5.8,7.5,77.4,8,2.2,0.8,1.7,1.4,0,0,2018
5,Elena Delle DonneWSH,F,29,32.2,20.7,7.6,15.6,48.8,1.7,4.2,40.5,3.8,4.3,88.7,7.2,2.3,0.9,1.4,0.9,0,0,2018
6,Brittney GrinerCONN,C,34,32.6,20.5,7.8,14.4,54.4,0,0.1,25,4.8,6,80,7.7,2.1,0.5,2.6,2.4,0,0,2018
7,Tina CharlesCONN,C,33,33,19.7,8,16.8,47.3,0.9,2.9,32.6,2.8,3.7,77,7,2.7,0.7,0.6,2.8,0,0,2018
8,Kayla McBrideMIN,G,31,32.3,18.2,6.4,14.2,44.9,1.5,3.9,39.3,3.9,4.3,91.7,3.9,3.5,1.1,0.1,2,0,0,2018
9,Maya MooreMIN,F,34,31.8,18,6.6,15.5,42.3,1.9,5.3,36.5,2.9,3.5,83.3,5.1,2.6,1.7,0.4,1.8,0,0,2018
10,Skylar DigginsCHI,G,32,34.1,17.9,5.8,14.4,40.3,1.6,5.4,29.7,4.7,5.6,83.9,3.3,6.2,1.4,0.5,2.5,0,0,2018
11,Candace ParkerLV,F,31,30.6,17.9,6.4,13.5,47.1,1.3,3.8,34.5,3.8,4.7,80.8,8.2,4.7,1.2,1.1,3,1,0,2018
12,Sylvia FowlesMIN,C,34,32,17.7,7,11.3,61.9,0,0,0,3.8,5,75.7,11.9,2.2,1.4,1.2,3,1,0,2018
13,DeWanna BonnerPHX,F,34,32.9,17.3,6.1,13.5,45.2,1.6,5.2,31.3,3.4,4,86.7,7.2,3.2,1.3,0.4,1.6,1,0,2018
14,Tiffany HayesGS,G,31,28.9,17.2,5.7,12.9,44.1,1.4,4.2,32.1,4.5,5.5,81.7,3.6,2.7,1.2,0.2,1.6,0,0,2018
15,Angel McCoughtryMIN,F,29,27.6,16.5,5.9,14,42,0.7,2.6,27.6,4,4.8,83.6,6,3,1.3,0.6,2.6,0,0,2018
16,Jewell LoydLV,G,34,29.7,15.5,5.4,12.6,42.3,2,5.3,37,2.9,3.4,85.1,4.6,3.7,1.3,0.1,1.9,0,0,2018
17,Nneka OgwumikeLA,F,27,30.8,15.5,6.3,11.9,52.5,0.3,1,34.6,2.6,3.2,81.6,6.8,2,1.6,0.4,1.5,0,0,2018
18,Allie QuigleyCHI,G,32,29.7,15.4,5.7,12.3,46.6,2.3,5.4,42,1.7,2,85.7,2.4,2.5,0.7,0.3,2.1,0,0,2018
19,Chelsea GrayLV,G,34,32.7,14.9,5.7,11.7,48.4,1.1,2.9,39.2,2.4,2.9,83.5,3.4,5.1,1.4,0.2,2.3,0,0,2018
20,Chiney OgwumikeLA,F,31,25.5,14.4,5.7,9.4,60.3,0,0.1,50,3,3.8,79.7,7.3,1,1.2,0.6,1.6,0,0,2018
21,Diamond DeShieldsCONN,G,34,28.5,14.4,4.9,11.5,42.5,1.2,3.6,32.8,3.4,4.1,83.6,4.9,2.2,1.1,0.3,2.1,0,0,2018
22,Candice DupreeATL,F,32,31.4,14.2,6.2,12.7,48.8,0,0,0,1.8,2.3,81.9,6.4,1.7,0.9,0.3,1.6,0,0,2018
23,Kristi ToliverWSH,G,33,32.9,13.9,4.5,10.4,43.3,2.2,6.1,36,2.7,2.9,91.8,2.3,4.4,1.2,0,2.2,0,0,2018
24,Natasha HowardMIN,F,34,25.6,13.2,5.1,9.4,54.7,0.5,1.5,32.7,2.4,3.1,79.8,6.4,1,1.3,2,1.9,0,0,2018
25,Jasmine ThomasLA,G,34,28.1,12.9,4.7,11.8,39.8,1.4,4.4,31.1,2.1,2.4,85.5,3.3,4.8,1.1,0.2,2.5,0,0,2018
26,Kelsey MitchellIND,G,34,24.4,12.7,4.2,12.1,34.6,2.1,6.1,33.5,2.3,2.9,80.4,1.8,2.7,0.7,0.1,1.9,0,0,2018
27,Courtney WilliamsMIN,G,30,27.1,12.6,5.7,12.5,45.6,0.7,1.8,37.7,0.6,0.8,68,5.9,3,0.8,0.1,1.8,0,0,2018
28,Courtney VanderslootCHI,G,30,31.8,12.5,4.5,9.3,48.9,1.5,3.8,39.8,1.9,2.3,82.6,3.7,8.6,1.3,0.6,3.5,0,0,2018
29,Jonquel JonesNY,C,34,20.5,11.8,4.4,8,55,1.5,3.1,46.7,1.6,2.3,67.1,5.5,1.7,0.4,1.2,1.6,0,0,2018
30,Ariel AtkinsLA,G,29,22.5,11.3,4.1,9.6,43.2,1.6,4.3,35.7,1.4,1.8,82.4,2.4,2.1,1.3,0.3,1.3,0,0,2018
31,Seimone AugustusLA,G,33,26.2,10.8,4.7,10.1,46.7,0.6,2,31.8,0.7,1,70.6,1.8,2.6,0.4,0.2,1.2,0,0,2018
32,Alyssa ThomasPHX,F,24,30.6,10.3,4.1,8.8,46.4,0,0,0,2.2,4,54.7,8.1,4.2,1.2,0.4,2,0,0,2018
33,Renee MontgomeryATL,G,34,27.5,10.3,3.1,8.1,38.9,2.3,6.2,37.1,1.7,2,88.1,1.7,3.7,1.3,0.1,1.6,0,0,2018
34,Natalie AchonwaMIN,F,34,26,10.3,4,7.6,52.7,0,0,0,2.2,2.8,80,6.9,1.4,0.9,0.7,1.1,0,0,2018
35,LaToya SandersLA,F,28,24.5,10.2,4.1,6.8,60.7,0,0,0,1.9,2.2,86.9,6.4,1.6,1.3,1.1,1.1,0,0,2018
36,Sue BirdSEA,G,31,26.6,10.1,3.7,8,46.6,1.9,4.3,44.8,0.8,0.9,82.8,1.7,7.1,1.1,0.1,1.9,0,0,2018
37,Cheyenne Parker-TyusLV,F,34,19.7,10,3.8,7.1,53.1,0.2,0.6,31.6,2.3,3.2,71.3,5.8,0.7,0.6,1.1,1.4,0,0,2018
38,Tamera YoungSEA,F,33,26.7,9.9,3.9,9.6,40.8,0.1,0.4,30.8,2,2.8,70.7,5.1,2.8,1,0.2,1.7,0,0,2018
39,Stefanie DolsonSEA,C,27,27.6,9.7,4,8.5,46.7,0.7,1.9,34.6,1.1,1.2,93.8,4.6,3,0.6,0.9,1.8,0,0,2018
40,Brittney SykesTOR,G,29,20.7,9.7,3.3,8.1,41.1,0.8,2.8,26.8,2.2,3.4,66.3,3.5,2.3,0.3,0.6,1.1,0,0,2018
41,Kelsey PlumLA,G,31,25.5,9.5,3.4,7.3,46.7,1.5,3.5,43.9,1.1,1.3,87.5,2.4,4,0.8,0.2,1.2,0,0,2018
42,Alex BentleyLV,G,35,21.3,9.4,3.7,9.5,38.7,1.1,3.6,30.7,1,1.3,72.3,1.5,3.3,1.1,0.1,1.7,0,0,2018
43,Kayla ThorntonGS,F,34,28.6,9.2,3.4,7.5,44.7,1.3,3.6,35.5,1.3,1.5,86,4,1.8,1,0.4,1.1,0,0,2018
44,Allisha GrayATL,G,34,26.7,9.2,2.9,7.3,40.3,0.9,3.3,27,2.4,2.8,86.3,3.4,2.4,1.3,0.2,1.4,0,0,2018
45,Kia NurseTOR,G,34,22.8,9.1,3,7.5,40.2,1.1,3.7,29.4,2,2.3,87,2.4,1.6,0.7,0.1,0.9,0,0,2018
46,Elizabeth WilliamsCHI,C,33,26.8,9.1,3.7,6.7,54.8,0,0,0,1.8,3.1,56.3,5.8,1.4,0.8,1.8,1.2,0,0,2018
47,Tiffany MitchellSEA,G,34,25.6,9.1,3.2,8.6,37.1,0.5,1.8,26.7,2.2,2.7,83.5,3.1,2.3,0.9,0.2,1.4,0,0,2018
48,Azura StevensCHI,F,34,20.6,8.9,3.3,7.6,43,0.8,2.6,31.8,1.5,1.9,78.8,4.6,1.3,0.9,1.1,1.5,0,0,2018
48,Victoria ViviansSEA,G,34,27.1,8.9,3.1,7.6,40.4,1.9,4.8,39.9,0.8,0.9,93.1,3.1,1.2,0.9,0.1,1,0,0,2018
50,Natasha CloudNY,G,27,26.5,8.6,3.3,7.6,43.6,1.2,3.1,38.6,0.8,1,77.8,3.2,4.6,0.8,0.1,1.7,0,0,2018
1,Brittney GrinerCONN,C,31,32.8,20.7,8.7,15.5,56.4,0,0.1,33.3,3.3,4,80.8,7.2,2.4,0.7,2,2.5,3,0,2019
2,Elena Delle DonneWSH,F,31,29.1,19.5,7.1,13.8,51.5,1.7,3.9,43,3.7,3.8,97.4,8.3,2.2,0.6,1.3,1,9,0,2019
3,Arike OgunbowaleDAL,G,33,32.1,19.1,6.5,16.7,38.8,1.7,4.9,35.2,4.4,5.4,81.5,2.4,3.2,1.1,0,2.1,0,0,2019
4,Natasha HowardMIN,F,34,31.4,18.1,6.7,15.2,43.9,0.9,3.1,30.8,3.8,4.6,81,8.2,2.1,2.2,1.7,2.9,9,0,2019
5,DeWanna BonnerPHX,F,34,32.9,17.2,5.6,14.8,37.7,1.5,5.6,27.2,4.5,4.9,91.6,7.6,2.7,1.3,0.6,1.6,9,0,2019
6,Tina CharlesCONN,C,33,31.2,16.9,6.7,17.2,38.9,0.3,1.8,18.6,3.3,4,81.2,7.5,2.4,0.7,0.9,2.6,8,0,2019
7,A'ja WilsonLV,C,26,28.5,16.5,6.1,12.7,47.9,0,0,0,4.4,5.5,79.2,6.4,1.8,0.5,1.7,2.2,3,0,2019
8,Diamond DeShieldsCONN,G,34,30.2,16.2,5.6,14.1,39.9,1.5,4.6,31.6,3.4,4.1,83.6,5.5,2.4,1.3,0.4,2.2,1,0,2019
9,Nneka OgwumikeLA,F,32,27.9,16.1,6.5,12.7,51,0.7,2.1,33.8,2.4,2.9,82.8,8.8,1.8,1.9,0.5,1.8,12,0,2019
10,Liz CambageLA,C,32,25.2,15.9,6.1,12.2,50.4,0.1,0.4,16.7,3.6,4.8,74.8,8.2,2.1,0.6,1.6,2.3,11,0,2019
11,Tiffany HayesGS,G,29,28.2,14.7,5.1,12.9,39.3,1.2,4,30.8,3.3,4.4,76.4,3,2.8,1,0.3,2.4,0,0,2019
12,Jonquel JonesNY,C,34,28.8,14.6,5.1,11.4,44.8,1.3,4.1,30.9,3.2,3.9,81.8,9.7,1.5,1.3,2,1.9,15,0,2019
13,Odyssey SimsDAL,G,34,31.9,14.5,5.6,13.4,41.5,0.7,2.7,26.9,2.6,3.3,79.5,3.4,5.4,1.4,0.1,3.3,0,0,2019
13,Chelsea GrayLV,G,34,32.6,14.5,5.5,13.3,41.6,1.5,3.9,38.2,1.9,2.1,91.7,3.8,5.9,1,0.1,3.2,2,1,2019
15,Allie QuigleyCHI,G,34,28.6,13.8,5,10.2,49.3,2.4,5.3,44.2,1.4,1.6,87,3,2.5,0.8,0.2,1.4,0,0,2019
16,Kia NurseTOR,G,34,29.4,13.7,4.2,10.6,39.3,1.9,5.4,35.3,3.4,3.9,87.2,2.5,2.3,0.7,0.1,1.6,0,0,2019
17,Sylvia FowlesMIN,C,34,29.5,13.6,5.8,9.9,58.8,0,0,0,2.1,2.9,70.7,8.9,1.5,0.9,1.4,2,14,0,2019
17,Kelsey MitchellIND,G,34,25.1,13.6,4.9,12.7,38.7,2.3,6.2,37.4,1.5,1.8,83.6,1.6,2.6,0.4,0.1,1.7,0,0,2019
19,Kayla McBrideMIN,G,34,29.1,13.3,4.5,10.5,42.5,1.8,4.3,42.8,2.6,2.8,90.6,4.2,2.6,1.2,0.1,1.7,0,0,2019
20,Courtney WilliamsMIN,G,34,29.1,13.2,5.5,12.6,43.5,0.5,1,45.7,1.8,2.2,80,5.6,3.8,1.4,0.4,1.6,1,0,2019
21,Napheesa CollierMIN,F,34,33.3,13.1,4.9,10,49,0.9,2.4,36.1,2.4,3,79.2,6.6,2.6,1.9,0.9,1.9,5,0,2019
22,Leilani MitchellWSH,G,32,30.4,12.8,4.2,9.5,44.1,2.3,5.4,43,2.1,2.6,82.9,3,4,0.9,0.3,1.8,1,0,2019
23,Jewell LoydLV,G,27,25.4,12.3,4.3,11.1,39.1,1.3,3.7,33.7,2.4,2.6,92.8,2.7,2,1.3,0.1,1.9,0,0,2019
24,Alyssa ThomasPHX,F,34,30.2,11.6,4.9,9.8,50.5,0,0,0,1.8,3.6,49.6,7.8,3.1,1.9,0.4,2,6,0,2019
25,Candice DupreeATL,F,34,30.7,11.6,5.1,10.9,47.2,0,0.1,0,1.4,1.6,83.9,5,2.5,0.4,0.6,1.5,3,0,2019
26,Aerial PowersIND,G,30,19.8,11.4,3.6,8.3,43.4,1.4,3.9,36.2,2.8,3.3,86.7,3.2,1.5,0.8,0.2,1.5,0,0,2019
27,Courtney VanderslootCHI,G,33,30,11.2,4.1,9.1,45.2,0.9,3.2,29,2.1,2.4,85,4.3,9.1,1.4,0.5,2.9,6,0,2019
28,Jasmine ThomasLA,G,34,29.7,11.1,4.1,10.4,39.2,1.3,3.6,36.6,1.6,2.1,80,2.9,5.1,1.4,0.1,2.7,1,0,2019
29,Dearica HambyLA,F,34,24.8,11,4.1,8.5,48.8,0.5,1.6,32.1,2.2,3,71.8,7.6,1.9,1,0.4,1.8,9,0,2019
30,Allisha GrayATL,G,34,30.4,10.6,3.4,7.5,45.7,1,2.5,38.4,2.8,3.3,84.8,4.1,2.3,1.2,0.4,1.5,0,0,2019
31,Kayla ThorntonGS,F,27,30.4,10.4,3.7,10.7,34.3,1,3.8,27.2,2,2.1,93.1,5.3,1.8,0.9,0.3,1.6,1,0,2019
32,Ariel AtkinsLA,G,33,24.4,10.3,3.7,9,41.6,1.5,4.3,35.7,1.3,1.6,81.1,2.8,1.9,1.5,0.5,1,0,0,2019
33,Brittney SykesTOR,G,34,25.9,10.2,3.8,10.3,36.5,0.8,3.2,25.9,1.9,2.7,70.3,4.4,2.5,0.6,0.5,2,1,0,2019
34,Danielle RobinsonATL,G,34,27,10.1,4.1,9.3,43.7,0.3,1.2,22,1.7,1.9,87.9,3.5,3.7,1.2,0.2,2.1,2,0,2019
34,Erica WheelerLA,G,34,25,10.1,3.7,8.7,42.8,1.4,3.7,38.4,1.2,1.4,87.2,3,5,1.2,0.1,2.9,0,0,2019
36,Teaira McCowanDAL,C,34,22.1,10,3.5,6.8,51.7,0,0,0,3,4.4,68.7,9,0.2,0.6,1.3,1.3,11,0,2019
37,Jordin CanadaATL,G,30,28.8,9.8,3.7,9.6,38.8,0.3,1.4,18.6,2.1,2.7,76.8,2.4,5.2,2.3,0.2,2.6,2,0,2019
38,Bria HartleyCONN,G,24,22.7,9.8,3.3,8.8,37.6,1,3,32.9,2.2,2.8,80.3,3.2,3.2,0.8,0,2.1,0,0,2019
39,Tiffany MitchellSEA,G,33,25.2,9.7,3.3,8.7,38.1,0.6,2.1,29,2.5,2.8,89.2,2.8,2.2,0.6,0.1,1.7,0,0,2019
40,Alysha ClarkDAL,F,31,28.4,9.6,3.7,7.6,48.1,1.6,3.4,48.1,0.6,0.7,81.8,4.7,2.5,1.1,0.5,1.5,0,0,2019
41,Chiney OgwumikeLA,F,32,21.8,9.6,3.9,7.9,49.4,0,0.1,25,1.7,2.1,80.9,5.8,0.8,1,0.7,1.3,5,0,2019
42,Tianna HawkinsWSH,F,31,15.4,9.5,3.6,7.1,51.4,1.1,2.9,36.3,1.2,1.3,92.5,4.2,0.7,0.5,0.1,1.1,0,0,2019
43,Renee MontgomeryATL,G,34,27.9,9.5,3.1,8.5,37,2,6.2,32.4,1.2,1.5,82.4,2.2,2.6,0.9,0.2,1.9,0,0,2019
44,Stefanie DolsonSEA,C,34,25,9.3,3.6,6.9,51.9,0.9,2.4,36.1,1.3,1.4,89.8,5.6,2.2,0.6,1,1.9,1,0,2019
45,Elizabeth WilliamsCHI,C,32,28.4,9.3,3.3,7.3,45.5,0,0,0,2.6,3.5,73.2,6.5,1.2,0.8,1.7,1.3,1,0,2019
46,Damiris DantasIND,F,26,25.7,9.2,3.4,7.9,43.2,1.6,4.1,39.3,0.7,1,73.1,4.5,3.2,0.7,0.6,1.7,1,0,2019
47,Shekinna StricklenATL,F,34,23.6,9,3.1,7.5,40.8,2.2,5.9,38.2,0.6,0.8,81.5,1.9,1.1,1,0.2,0.8,0,0,2019
47,Natasha CloudNY,G,34,32.1,9,3.2,8.2,39.4,1.3,4.1,32.6,1.2,1.8,68.3,2.5,5.6,1,0.2,1.9,0,0,2019
49,Alex BentleyLV,G,29,21.9,9,3.4,11.1,30.7,1.1,4.7,23.5,1,1.2,85.7,1.9,3,0.7,0.3,1.5,0,0,2019
50,Cheyenne Parker-TyusLV,F,34,19.7,8.8,3.1,6.9,45.9,0.1,0.5,27.8,2.4,2.8,84.2,5.8,0.9,0.7,1.2,1.3,3,0,2019
1,Arike OgunbowaleDAL,G,22,34,22.8,7.9,19.1,41.2,2.2,6.5,33.6,4.9,5.7,85.6,2.8,3.4,1.5,0,2,0,0,2020
2,A'ja WilsonLV,C,22,31.7,20.5,7.5,15.7,48,0,0,0,5.4,6.9,78.1,8.5,2,1.2,2,1.6,7,0,2020
3,DeWanna BonnerPHX,F,22,33.3,19.7,6.7,16,42.2,1.2,4.9,25.2,5,5.6,89.5,7.8,3,1.7,0.5,2.4,5,0,2020
4,Breanna StewartNY,F,20,30.4,19.7,6.7,14.8,45.1,1.8,4.8,36.8,4.7,5.2,89.4,8.3,3.6,1.7,1.3,2.5,5,0,2020
5,Diana TaurasiPHX,G,19,28.1,18.7,5.1,12.4,40.9,3.2,8.8,36.5,5.4,5.9,91.2,4.2,4.5,1,0.4,2.3,2,0,2020
6,Kelsey MitchellIND,G,22,32.1,17.9,6.3,14,44.8,2.5,6.5,38.9,2.8,3.3,84.9,2.2,2.8,0.6,0.1,2.5,0,0,2020
7,Skylar DigginsCHI,G,22,30.7,17.7,5.8,12.2,47.4,2.1,5.3,39.7,4.1,4.5,90,3.3,4.2,0.9,0.5,3.2,0,0,2020
8,Chennedy CarterLV,G,16,25.4,17.4,6.6,14,47.3,0.8,2,37.5,3.4,4.2,82.1,2.3,3.4,0.9,0.3,2.7,0,0,2020
9,Betnijah Laney-HamiltonNY,F,22,33.3,17.2,6.5,13.5,48.1,1.4,3.4,40.5,2.8,3.4,82.7,4.9,4,1.6,0.1,3,4,0,2020
10,Myisha Hines-AllenIND,F,22,30,17,6.8,13.4,51,1.2,2.8,42.6,2.2,2.6,82.8,8.9,2.6,1.5,0.2,2.2,10,0,2020
11,Crystal DangerfieldLA,G,21,30,16.2,5.9,12.5,47.1,1.6,4.9,33.3,2.8,3,92.2,2,3.6,0.9,0,2.5,0,0,2020
12,Napheesa CollierMIN,F,22,34.2,16.1,6.2,11.8,52.3,0.9,2.2,40.8,2.9,3.5,82.9,9,3.3,1.8,1.3,2.7,7,0,2020
13,Alyssa ThomasPHX,F,21,32.8,15.5,5.8,11.6,50,0,0,0,3.9,5.6,68.6,9,4.8,2,0.3,2.5,7,0,2020
14,Jewell LoydLV,G,22,27.9,15.5,5.1,11.5,44.3,1.8,4.5,39,3.5,4,87.5,2.4,3.2,1.5,0.3,1.9,0,0,2020
15,Allie QuigleyCHI,G,22,28.7,15.4,5.9,13.1,44.8,2.1,6,34.6,1.5,1.7,91.9,2.9,2.3,0.6,0.3,1.3,0,0,2020
16,Kahleah CopperPHX,G,22,31.3,14.8,6,12.1,49.6,1,2.8,34.4,1.9,2.5,73.2,5.5,2.1,1,0.2,2.5,0,0,2020
16,Ariel AtkinsLA,G,22,31,14.8,5,11.4,43.8,2,4.9,41.1,2.8,3.2,88.6,2.9,2.4,1.8,0.3,1.9,0,0,2020
18,Candace ParkerLV,F,22,30,14.7,5.6,11,51,0.9,2.2,39.6,2.6,3.5,73.1,9.7,4.6,1.2,1.2,2.9,10,0,2020
19,Courtney WilliamsMIN,G,20,30.5,14.6,6.7,15.4,43.6,0.4,1.7,23.5,0.8,1.2,69.6,7.2,3.2,0.7,0.1,2.7,4,0,2020
20,Angel McCoughtryMIN,F,22,20,14.4,5.3,10.3,51.8,0.7,1.5,47.1,3,3.5,88.2,5.1,2.5,1.3,0.3,1.7,1,0,2020
21,Chelsea GrayLV,G,22,30.6,14,5.5,12.5,44.2,0.8,2.7,30.5,2.1,2.2,93.9,3.7,5.3,1.5,0.1,2.7,0,0,2020
22,Satou SaballyNY,F,16,28.2,13.9,4.2,11.4,36.8,0.8,4.1,19.7,4.7,5.4,87.2,7.8,2.5,0.8,0.9,2.2,5,0,2020
23,Courtney VanderslootCHI,G,22,31.5,13.6,4.9,9.9,49.1,1.4,3.5,39.5,2.5,2.9,88.9,3.5,10,1.2,0.4,2.5,9,0,2020
24,Cheyenne Parker-TyusLV,F,20,24.9,13.4,4.9,8.8,55.4,0.8,1.6,46.9,3,3.5,85.5,6.4,1.5,1.3,0.9,2.8,3,0,2020
25,Nneka OgwumikeLA,F,18,26.2,13.3,5.3,9.3,56.9,0.5,1,50,2.3,2.7,83.7,4.8,1.7,1.1,0.2,1.6,0,0,2020
26,Allisha GrayATL,G,20,26.2,13.1,4.6,9.8,46.4,1.3,3.6,35.2,2.7,3.3,83.1,4.2,1.3,1.1,0.3,1.1,0,0,2020
27,Dearica HambyLA,F,22,28.3,13,5,9.3,53.9,0.8,1.7,47.4,2.2,3,71.6,7.1,2.7,1.7,0.2,2,4,0,2020
27,Emma MeessemanNY,C,20,31.7,13,5.5,12,45.4,0.7,2.3,28.9,1.5,1.8,82.9,5.3,4.5,1.2,0.8,2,3,0,2020
29,Damiris DantasIND,F,22,26.6,12.9,4.6,10,46.4,1.8,4.1,43.3,1.8,2.5,72.7,6.1,2.6,1.1,0.2,1.8,1,0,2020
30,Tiffany MitchellSEA,G,19,26.4,12.7,3.9,11.3,34.6,0.9,3.8,23.3,4.1,4.3,95.1,3.4,2.6,0.6,0.1,2.4,0,0,2020
31,Candice DupreeATL,F,22,30.2,12.5,5.3,11.4,46.2,0.1,0.8,16.7,1.9,2.2,85.4,5.7,2.5,0.7,0.4,1.3,0,0,2020
32,Kayla McBrideMIN,G,22,26.6,12.5,4.1,9.6,42.5,1.1,3.3,34.2,3.2,3.5,89.7,2.3,2.4,1.2,0.1,1.4,0,0,2020
33,Kia NurseTOR,G,21,27.5,12.2,3.2,11.9,27.3,1.5,6.2,23.8,4.2,4.9,86.4,2.9,2.3,0.5,0.2,2.2,0,0,2020
34,Layshia ClarendonLA,G,19,26.1,11.5,3.9,8.4,46.5,0.8,2.3,34.1,2.9,3.3,87.3,2.5,3.9,0.9,0,3.4,0,0,2020
35,Brionna JonesATL,F,21,26.1,11.2,4.7,7.7,60.5,0,0,100,1.8,2.6,69.1,5.6,1,1.7,0.7,1.6,2,0,2020
36,Jackie YoungLV,G,22,25.8,11,4.2,8.6,49.2,0.1,0.6,23.1,2.4,2.8,85.2,4.3,3,0.7,0.1,1.6,0,0,2020
37,Teaira McCowanDAL,C,22,21,10.9,4.1,7.6,53.6,0,0.1,0,2.7,3.6,75,7.3,0.6,0.3,1,2,5,0,2020
38,Jazmine JonesWSH,G,20,21.4,10.8,3.5,8.6,40.4,0.8,2.3,33.3,3.2,4,78.8,4.1,2.3,1.4,0.5,2.9,0,0,2020
39,Marina MabreyTOR,G,18,22.4,10.6,3.8,8.8,43,2.1,5.1,41.8,0.9,1.3,66.7,3.3,2.4,1.4,0.1,1.7,0,0,2020
40,Riquna WilliamsLV,G,21,21.1,10.5,3.9,8.9,43.5,2,4.9,42.2,0.8,0.9,88.9,1.8,1.5,1.1,0.3,0.9,0,0,2020
41,Jasmine ThomasLA,G,19,25.5,10.2,4,9.9,40.4,1.1,3.3,33.3,1.1,1.2,91.3,1.7,4,1.3,0.3,2.4,0,0,2020
42,Elizabeth WilliamsCHI,C,22,29.2,10.1,4,8.1,48.9,0,0,0,2.2,3,74.2,5.7,1.4,0.8,1.4,1.1,3,0,2020
43,Brittney SykesTOR,G,21,24.4,10.1,3.5,7.1,48.7,0.8,2.3,32.7,2.4,3,80.6,2.6,2.1,1.5,0.3,1.7,0,0,2020
44,Alysha ClarkDAL,F,22,28.8,10,3.7,6.7,55.8,1.6,3,52.2,0.9,1.1,80,4.2,2.7,1.5,0.5,0.9,0,0,2020
45,Leilani MitchellWSH,G,22,30.6,9.5,3.3,8.1,40.8,1.3,4.3,30.5,1.5,1.8,87.2,2.8,5.4,0.8,0,1.7,1,0,2020
